"year","statistical_region","waste_code","type_of_waste","waste_category","name_of_municipality","waste_collected_public_service","waste_by_municipality"
2024,"JUGOVZHODNA SLOVENIJA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","ČRNOMELJ","no",0.13
2024,"JUGOVZHODNA SLOVENIJA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","ŠENTRUPERT","no",6.04
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","DOLENJSKE TOPLICE","no",0.257
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","DOLENJSKE TOPLICE","yes",12.6
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KOSTEL","yes",4.26
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KOČEVJE","no",28.154
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KOČEVJE","yes",62.364
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","LOŠKI POTOK","no",2.98
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","LOŠKI POTOK","yes",1.742
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","METLIKA","no",1.008
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","METLIKA","yes",5.06
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MIRNA","no",8.56
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MIRNA PEČ","yes",10.374
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MOKRONOG-TREBELNO","no",0.009
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","NOVO MESTO","no",2.931
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","NOVO MESTO","yes",140.858
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RIBNICA","no",223.556
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RIBNICA","yes",7.456
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","SEMIČ","yes",26.572
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","SODRAŽICA","no",3.655
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","SODRAŽICA","yes",1.758
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","STRAŽA","yes",12.829
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","TREBNJE","no",70.412
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ČRNOMELJ","no",1.5
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ČRNOMELJ","yes",83.368
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠENTJERNEJ","no",2.293
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠENTJERNEJ","yes",23.729
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠENTRUPERT","no",1.212
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠKOCJAN","no",7.595
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠKOCJAN","yes",10.213
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŠMARJEŠKE TOPLICE","yes",11.7
2024,"JUGOVZHODNA SLOVENIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ŽUŽEMBERK","yes",14.718
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","DOLENJSKE TOPLICE","yes",75.456
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KOSTEL","yes",18.15
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KOČEVJE","yes",404.09
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","LOŠKI POTOK","yes",48.171
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","METLIKA","yes",328.22
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","MIRNA","yes",61.921
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","MIRNA PEČ","yes",66.233
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","MOKRONOG-TREBELNO","yes",75.88
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","NOVO MESTO","yes",797.425
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","RIBNICA","yes",206.164
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","SEMIČ","yes",97.898
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","SODRAŽICA","yes",48.625
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","STRAŽA","yes",81.349
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","TREBNJE","yes",264.377
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ČRNOMELJ","yes",307.142
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŠENTJERNEJ","yes",153.745
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŠENTRUPERT","yes",62.882
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŠKOCJAN","yes",73.305
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŠMARJEŠKE TOPLICE","yes",74.318
2024,"JUGOVZHODNA SLOVENIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ŽUŽEMBERK","yes",96.589
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","DOLENJSKE TOPLICE","yes",90.229
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KOSTEL","yes",41.57
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KOČEVJE","no",2.02
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KOČEVJE","yes",757.85
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","LOŠKI POTOK","yes",49.32
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","METLIKA","yes",336.33
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","MIRNA","yes",30.286
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","MIRNA PEČ","yes",79.201
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","MOKRONOG-TREBELNO","yes",37.113
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","NOVO MESTO","yes",953.549
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","RIBNICA","no",0.32
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","RIBNICA","yes",349.191
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","SEMIČ","yes",163.747
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","SODRAŽICA","yes",60.709
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","STRAŽA","yes",97.276
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","TREBNJE","yes",126.766
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ČRNOMELJ","yes",513.733
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŠENTJERNEJ","yes",183.845
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŠENTRUPERT","yes",30.755
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŠKOCJAN","yes",87.657
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŠMARJEŠKE TOPLICE","yes",88.869
2024,"JUGOVZHODNA SLOVENIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ŽUŽEMBERK","yes",115.5
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","DRAVOGRAD","no",86.78
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","DRAVOGRAD","yes",61.08
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MEŽICA","no",0.36
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MEŽICA","yes",24.959
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MISLINJA","no",1.9
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MISLINJA","yes",36.552
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MUTA","no",27.06
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","MUTA","yes",6.869
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","PODVELKA","yes",15.999
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","PREVALJE","no",52.544
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","PREVALJE","yes",47.106
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RADLJE OB DRAVI","no",53.45
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RADLJE OB DRAVI","yes",47.649
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RAVNE NA KOROŠKEM","no",75.631
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RAVNE NA KOROŠKEM","yes",78.566
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","RIBNICA NA POHORJU","yes",4.435
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","SLOVENJ GRADEC","no",115.662
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","SLOVENJ GRADEC","yes",134.818
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","VUZENICA","no",0.326
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","VUZENICA","yes",11.999
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ČRNA NA KOROŠKEM","no",356.096
2024,"KOROŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ČRNA NA KOROŠKEM","yes",22.398
2024,"KOROŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","DRAVOGRAD","no",7.1
2024,"KOROŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","MUTA","no",48.06
2024,"KOROŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","PREVALJE","no",65.86
2024,"KOROŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","RAVNE NA KOROŠKEM","no",157.9
2024,"KOROŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","SLOVENJ GRADEC","no",5.716
2024,"KOROŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","ČRNA NA KOROŠKEM","no",268.801
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","DRAVOGRAD","no",34.44
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","DRAVOGRAD","yes",74.65
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MEŽICA","no",0.309
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MEŽICA","yes",30.508
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MISLINJA","no",5.885
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MISLINJA","yes",45.708
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MUTA","no",4.363
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","MUTA","yes",8.395
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PODVELKA","no",0.256
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PODVELKA","yes",19.554
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PREVALJE","no",9.246
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PREVALJE","yes",57.578
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RADLJE OB DRAVI","no",20.925
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RADLJE OB DRAVI","yes",58.236
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RAVNE NA KOROŠKEM","no",136.968
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RAVNE NA KOROŠKEM","yes",96.031
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RIBNICA NA POHORJU","no",8.52
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","RIBNICA NA POHORJU","yes",5.42
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","SLOVENJ GRADEC","no",92.93
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","SLOVENJ GRADEC","yes",168.592
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","VUZENICA","no",1.395
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","VUZENICA","yes",14.664
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ČRNA NA KOROŠKEM","no",0.165
2024,"KOROŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ČRNA NA KOROŠKEM","yes",27.378
2024,"KOROŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","DRAVOGRAD","no",30.7
2024,"KOROŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","RAVNE NA KOROŠKEM","no",35.88
2024,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","DRAVOGRAD","yes",8637.66
2024,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","MEŽICA","yes",137.963
2024,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","MISLINJA","yes",228.703
2024,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","MUTA","yes",75.524
2024,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","PODVELKA","yes",48.552
2024,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","PREVALJE","no",1.58
2024,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","PREVALJE","yes",260.378
2024,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","RADLJE OB DRAVI","no",1
2024,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","RADLJE OB DRAVI","yes",158.242
2024,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","RAVNE NA KOROŠKEM","yes",434.272
2024,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","RIBNICA NA POHORJU","yes",21.578
2024,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","SLOVENJ GRADEC","yes",843.557
2024,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","VUZENICA","yes",55.744
2024,"KOROŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ČRNA NA KOROŠKEM","yes",123.807
2024,"OBALNOKRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","ANKARAN","yes",75.44
2024,"OBALNOKRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","DIVAČA","yes",53.162
2024,"OBALNOKRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","HRPELJE-KOZINA","yes",62.247
2024,"OBALNOKRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","IZOLA","yes",262.361
2024,"OBALNOKRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KOMEN","yes",43.692
2024,"OBALNOKRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KOPER","no",120.08
2024,"OBALNOKRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","KOPER","yes",867.547
2024,"OBALNOKRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","PIRAN","yes",508.723
2024,"OBALNOKRAŠKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","SEŽANA","yes",161.925
2024,"OBALNOKRAŠKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste","KOPER","no",1555.12
2024,"OBALNOKRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ANKARAN","no",0.005
2024,"OBALNOKRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","ANKARAN","yes",101.114
2024,"OBALNOKRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","DIVAČA","yes",82.153
2024,"OBALNOKRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","HRPELJE-KOZINA","yes",96.192
2024,"OBALNOKRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","IZOLA","no",0.523
2024,"OBALNOKRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","IZOLA","yes",362.75
2024,"OBALNOKRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KOMEN","yes",67.518
2024,"OBALNOKRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KOPER","no",11.02
2024,"OBALNOKRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","KOPER","yes",741.503
2024,"OBALNOKRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PIRAN","no",0.982
2024,"OBALNOKRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","PIRAN","yes",223.343
2024,"OBALNOKRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","SEŽANA","no",0.2
2024,"OBALNOKRAŠKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste","SEŽANA","yes",250.227
2024,"OBALNOKRAŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","ANKARAN","yes",77.352
2024,"OBALNOKRAŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","DIVAČA","yes",98.343
2024,"OBALNOKRAŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","HRPELJE-KOZINA","no",0.9
2024,"OBALNOKRAŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","HRPELJE-KOZINA","yes",115.149
2024,"OBALNOKRAŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","IZOLA","yes",711.1
2024,"OBALNOKRAŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KOMEN","yes",80.824
2024,"OBALNOKRAŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","KOPER","yes",1856.448
2024,"OBALNOKRAŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","PIRAN","yes",736.34
2024,"OBALNOKRAŠKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste","SEŽANA","yes",299.544
2024,"OBALNOKRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","ANKARAN","yes",17.89
2024,"OBALNOKRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","DIVAČA","yes",28.543
2024,"OBALNOKRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","HRPELJE-KOZINA","no",1.15
2024,"OBALNOKRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","HRPELJE-KOZINA","yes",33.421
2024,"OBALNOKRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","IZOLA","no",0.42
2024,"OBALNOKRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","IZOLA","yes",304.46
2024,"OBALNOKRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KOMEN","yes",23.458
2024,"OBALNOKRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KOPER","no",167.893
2024,"OBALNOKRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","KOPER","yes",339.92
2024,"OBALNOKRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","PIRAN","yes",1551.64
2024,"OBALNOKRAŠKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste","SEŽANA","yes",86.938
2024,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","BOROVNICA","yes",27.266
2024,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","BREZOVICA","no",14.47
2024,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","BREZOVICA","yes",231.08
2024,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","DOBREPOLJE","no",0.253
2024,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","DOBREPOLJE","yes",14.388
2024,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","DOBROVA-POLHOV GRADEC","no",3.646
2024,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","DOBROVA-POLHOV GRADEC","yes",63.209
2024,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","DOL PRI LJUBLJANI","no",58.976
2024,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","DOL PRI LJUBLJANI","yes",53.728
2024,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","DOMŽALE","no",151.818
2024,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","DOMŽALE","yes",525.8
2024,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","GROSUPLJE","no",38.002
2024,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste","GROSUPLJE","yes",190.832
