year,statistical_region,name_of_municipality,type_of_waste,waste_category,waste_by_municipality
2019,GORIŠKA,RENČE-VOGRSKO,Paper and Cardboard Packaging (15 01 01),Packaging Waste,17.905
2019,GORIŠKA,TOLMIN,Paper and Cardboard Packaging (15 01 01),Packaging Waste,161.353
2019,GORIŠKA,VIPAVA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,59.348
2019,GORIŠKA,ŠEMPETER-VRTOJBA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,107.572
2019,GORIŠKA,AJDOVŠČINA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,374.679
2019,GORIŠKA,BOVEC,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,69.544
2019,GORIŠKA,BRDA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,150.35
2019,GORIŠKA,CERKNO,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,56.456
2019,GORIŠKA,IDRIJA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,178.611
2019,GORIŠKA,KANAL,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,98.328
2019,GORIŠKA,KOBARID,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,61.52
2019,GORIŠKA,MIREN-KOSTANJEVICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,169.838
2019,GORIŠKA,NOVA GORICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,931.415
2019,GORIŠKA,RENČE-VOGRSKO,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,92.535
2019,GORIŠKA,TOLMIN,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,136.414
2019,GORIŠKA,VIPAVA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,109.706
2019,GORIŠKA,ŠEMPETER-VRTOJBA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,199.563
2019,GORIŠKA,IDRIJA,Wooden Packaging (15 01 03),Packaging Waste,103.5
2019,GORIŠKA,MIREN-KOSTANJEVICA,Wooden Packaging (15 01 03),Packaging Waste,0.16
2019,GORIŠKA,NOVA GORICA,Wooden Packaging (15 01 03),Packaging Waste,8.568
2019,GORIŠKA,RENČE-VOGRSKO,Wooden Packaging (15 01 03),Packaging Waste,1.5
2019,GORIŠKA,ŠEMPETER-VRTOJBA,Wooden Packaging (15 01 03),Packaging Waste,7.1
2019,JUGOVZHODNA SLOVENIJA,KOSTEL,Bulky Municipal Waste (20 03 07),Municipal Waste,18.98
2019,JUGOVZHODNA SLOVENIJA,KOČEVJE,Bulky Municipal Waste (20 03 07),Municipal Waste,504.92
2019,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Bulky Municipal Waste (20 03 07),Municipal Waste,65.161
2019,JUGOVZHODNA SLOVENIJA,METLIKA,Bulky Municipal Waste (20 03 07),Municipal Waste,304.57
2019,JUGOVZHODNA SLOVENIJA,MIRNA,Bulky Municipal Waste (20 03 07),Municipal Waste,28.529
2019,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Bulky Municipal Waste (20 03 07),Municipal Waste,34.961
2019,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Bulky Municipal Waste (20 03 07),Municipal Waste,729.16
2019,JUGOVZHODNA SLOVENIJA,RIBNICA,Bulky Municipal Waste (20 03 07),Municipal Waste,278.883
2019,JUGOVZHODNA SLOVENIJA,SEMIČ,Bulky Municipal Waste (20 03 07),Municipal Waste,92.598
2019,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Bulky Municipal Waste (20 03 07),Municipal Waste,65.776
2019,JUGOVZHODNA SLOVENIJA,STRAŽA,Bulky Municipal Waste (20 03 07),Municipal Waste,2.52
2019,JUGOVZHODNA SLOVENIJA,TREBNJE,Bulky Municipal Waste (20 03 07),Municipal Waste,118.398
2019,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Bulky Municipal Waste (20 03 07),Municipal Waste,283.512
2019,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Bulky Municipal Waste (20 03 07),Municipal Waste,115.03
2019,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Bulky Municipal Waste (20 03 07),Municipal Waste,28.972
2019,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Bulky Municipal Waste (20 03 07),Municipal Waste,2.71
2019,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Bulky Municipal Waste (20 03 07),Municipal Waste,0.79
2019,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Bulky Municipal Waste (20 03 07),Municipal Waste,63.52
2019,JUGOVZHODNA SLOVENIJA,DOLENJSKE TOPLICE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,68.373
2019,JUGOVZHODNA SLOVENIJA,KOSTEL,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,29.86
2019,JUGOVZHODNA SLOVENIJA,KOČEVJE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,503.15
2019,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,46.634
2019,JUGOVZHODNA SLOVENIJA,METLIKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,303.68
2019,JUGOVZHODNA SLOVENIJA,MIRNA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,52.272
2019,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,58.28
2019,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,64.055
2019,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,726.241
2019,JUGOVZHODNA SLOVENIJA,RIBNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,199.591
2019,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,47.075
2019,JUGOVZHODNA SLOVENIJA,STRAŽA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,76.662
2019,JUGOVZHODNA SLOVENIJA,TREBNJE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,216.93
2019,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,139.626
2019,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,53.083
2019,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,64.443
2019,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,66.197
2019,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,83.638
2019,JUGOVZHODNA SLOVENIJA,DOLENJSKE TOPLICE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,44.351
2019,JUGOVZHODNA SLOVENIJA,KOSTEL,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.76
2019,JUGOVZHODNA SLOVENIJA,KOČEVJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,184.5
2019,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,14.145
2019,JUGOVZHODNA SLOVENIJA,METLIKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,145.26
2019,JUGOVZHODNA SLOVENIJA,MIRNA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15.44
2019,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,38.303
2019,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Paper and Cardboard Packaging (15 01 01),Packaging Waste,18.921
2019,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Paper and Cardboard Packaging (15 01 01),Packaging Waste,317.553
2019,JUGOVZHODNA SLOVENIJA,RIBNICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,60.541
2019,JUGOVZHODNA SLOVENIJA,SEMIČ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,44.986
2019,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,14.279
2019,JUGOVZHODNA SLOVENIJA,STRAŽA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,47.16
2019,JUGOVZHODNA SLOVENIJA,TREBNJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,64.079
2019,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,137.734
2019,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,98.097
2019,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15.68
2019,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Paper and Cardboard Packaging (15 01 01),Packaging Waste,41.387
2019,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,43.642
2019,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,59.824
2019,JUGOVZHODNA SLOVENIJA,DOLENJSKE TOPLICE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,13.647
2019,JUGOVZHODNA SLOVENIJA,KOSTEL,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,5.76
2019,JUGOVZHODNA SLOVENIJA,KOČEVJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,92.341
2019,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,14.636
2019,JUGOVZHODNA SLOVENIJA,METLIKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,11.14
2019,JUGOVZHODNA SLOVENIJA,MIRNA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,11.674
2019,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,11.786
2019,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,14.305
2019,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,97.668
2019,JUGOVZHODNA SLOVENIJA,RIBNICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,62.847
2019,JUGOVZHODNA SLOVENIJA,SEMIČ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,9.149
2019,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,14.775
2019,JUGOVZHODNA SLOVENIJA,STRAŽA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,14.551
2019,JUGOVZHODNA SLOVENIJA,TREBNJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,48.446
2019,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,28.011
2019,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,30.184
2019,JUGOVZHODNA SLOVENIJA,ŠENTRUPERT,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,11.855
2019,JUGOVZHODNA SLOVENIJA,ŠKOCJAN,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,12.734
2019,JUGOVZHODNA SLOVENIJA,ŠMARJEŠKE TOPLICE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,13.429
2019,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,18.408
2019,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Wooden Packaging (15 01 03),Packaging Waste,61.58
2019,KOROŠKA,DRAVOGRAD,Bulky Municipal Waste (20 03 07),Municipal Waste,272.14
2019,KOROŠKA,MEŽICA,Bulky Municipal Waste (20 03 07),Municipal Waste,120.139
2019,KOROŠKA,MISLINJA,Bulky Municipal Waste (20 03 07),Municipal Waste,178.626
2019,KOROŠKA,MUTA,Bulky Municipal Waste (20 03 07),Municipal Waste,66.902
2019,KOROŠKA,PODVELKA,Bulky Municipal Waste (20 03 07),Municipal Waste,50.973
2019,KOROŠKA,PREVALJE,Bulky Municipal Waste (20 03 07),Municipal Waste,169.608
2019,KOROŠKA,RADLJE OB DRAVI,Bulky Municipal Waste (20 03 07),Municipal Waste,133.804
2019,KOROŠKA,RAVNE NA KOROŠKEM,Bulky Municipal Waste (20 03 07),Municipal Waste,325.082
2019,KOROŠKA,RIBNICA NA POHORJU,Bulky Municipal Waste (20 03 07),Municipal Waste,19.114
2019,KOROŠKA,SLOVENJ GRADEC,Bulky Municipal Waste (20 03 07),Municipal Waste,714.504
2019,KOROŠKA,VUZENICA,Bulky Municipal Waste (20 03 07),Municipal Waste,47.787
2019,KOROŠKA,ČRNA NA KOROŠKEM,Bulky Municipal Waste (20 03 07),Municipal Waste,91.871
2019,KOROŠKA,DRAVOGRAD,Paper and Cardboard Packaging (15 01 01),Packaging Waste,119.63
2019,KOROŠKA,MEŽICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.849
2019,KOROŠKA,MISLINJA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,36.452
2019,KOROŠKA,MUTA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.265
2019,KOROŠKA,PODVELKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.873
2019,KOROŠKA,PREVALJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,12.513
2019,KOROŠKA,RADLJE OB DRAVI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,25.807
2019,KOROŠKA,RAVNE NA KOROŠKEM,Paper and Cardboard Packaging (15 01 01),Packaging Waste,22.01
2019,KOROŠKA,RIBNICA NA POHORJU,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.449
2019,KOROŠKA,SLOVENJ GRADEC,Paper and Cardboard Packaging (15 01 01),Packaging Waste,145.808
2019,KOROŠKA,VUZENICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.358
2019,KOROŠKA,ČRNA NA KOROŠKEM,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.31
2019,KOROŠKA,DRAVOGRAD,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,30.746
2019,KOROŠKA,MEŽICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,33.767
2019,KOROŠKA,MISLINJA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1.284
2019,KOROŠKA,MUTA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,13.964
2019,KOROŠKA,PODVELKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,15.319
2019,KOROŠKA,PREVALJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,61.685
2019,KOROŠKA,RADLJE OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,57.523
2019,KOROŠKA,RAVNE NA KOROŠKEM,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,108.508
2019,KOROŠKA,RIBNICA NA POHORJU,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3.23
2019,KOROŠKA,SLOVENJ GRADEC,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,5.136
2019,KOROŠKA,VUZENICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,14.172
2019,KOROŠKA,ČRNA NA KOROŠKEM,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,31.107
2019,OBALNOKRAŠKA,ANKARAN,Bulky Municipal Waste (20 03 07),Municipal Waste,19.314
2019,OBALNOKRAŠKA,DIVAČA,Bulky Municipal Waste (20 03 07),Municipal Waste,29.825
2019,OBALNOKRAŠKA,HRPELJE-KOZINA,Bulky Municipal Waste (20 03 07),Municipal Waste,46.758
2019,OBALNOKRAŠKA,IZOLA,Bulky Municipal Waste (20 03 07),Municipal Waste,377.7
2019,OBALNOKRAŠKA,KOMEN,Bulky Municipal Waste (20 03 07),Municipal Waste,22.412
2019,OBALNOKRAŠKA,KOPER,Bulky Municipal Waste (20 03 07),Municipal Waste,404.376
2019,OBALNOKRAŠKA,PIRAN,Bulky Municipal Waste (20 03 07),Municipal Waste,334.78
2019,OBALNOKRAŠKA,SEŽANA,Bulky Municipal Waste (20 03 07),Municipal Waste,118.385
2019,OBALNOKRAŠKA,ANKARAN,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,120.209
2019,OBALNOKRAŠKA,DIVAČA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,38.015
2019,OBALNOKRAŠKA,HRPELJE-KOZINA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,59.6
2019,OBALNOKRAŠKA,IZOLA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,754.88
2019,OBALNOKRAŠKA,KOMEN,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,28.567
2019,OBALNOKRAŠKA,KOPER,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1883.271
2019,OBALNOKRAŠKA,PIRAN,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,591.47
2019,OBALNOKRAŠKA,SEŽANA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,150.898
2019,OBALNOKRAŠKA,ANKARAN,Paper and Cardboard Packaging (15 01 01),Packaging Waste,50.037
2019,OBALNOKRAŠKA,DIVAČA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,33.496
2019,OBALNOKRAŠKA,HRPELJE-KOZINA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,52.515
2019,OBALNOKRAŠKA,IZOLA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,256.102
2019,OBALNOKRAŠKA,KOMEN,Paper and Cardboard Packaging (15 01 01),Packaging Waste,25.172
2019,OBALNOKRAŠKA,KOPER,Paper and Cardboard Packaging (15 01 01),Packaging Waste,401.782
2019,OBALNOKRAŠKA,PIRAN,Paper and Cardboard Packaging (15 01 01),Packaging Waste,586.066
2019,OBALNOKRAŠKA,SEŽANA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,154.809
2019,OBALNOKRAŠKA,ANKARAN,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,36.778
2019,OBALNOKRAŠKA,DIVAČA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,92.502
2019,OBALNOKRAŠKA,HRPELJE-KOZINA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,145.175
2019,OBALNOKRAŠKA,IZOLA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,285.756
2019,OBALNOKRAŠKA,KOMEN,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,69.511
2019,OBALNOKRAŠKA,KOPER,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1088.728
2019,OBALNOKRAŠKA,PIRAN,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,139.114
2019,OBALNOKRAŠKA,SEŽANA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,367.176
2019,OBALNOKRAŠKA,IZOLA,Wooden Packaging (15 01 03),Packaging Waste,11
2019,OSREDNJESLOVENSKA,BOROVNICA,Bulky Municipal Waste (20 03 07),Municipal Waste,43.124
2019,OSREDNJESLOVENSKA,BREZOVICA,Bulky Municipal Waste (20 03 07),Municipal Waste,218.41
2019,OSREDNJESLOVENSKA,DOBREPOLJE,Bulky Municipal Waste (20 03 07),Municipal Waste,41.98
2019,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,Bulky Municipal Waste (20 03 07),Municipal Waste,51.783
2019,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,Bulky Municipal Waste (20 03 07),Municipal Waste,66.874
2019,OSREDNJESLOVENSKA,DOMŽALE,Bulky Municipal Waste (20 03 07),Municipal Waste,1009.958
2019,OSREDNJESLOVENSKA,GROSUPLJE,Bulky Municipal Waste (20 03 07),Municipal Waste,293.798
2019,OSREDNJESLOVENSKA,HORJUL,Bulky Municipal Waste (20 03 07),Municipal Waste,80.685
2019,OSREDNJESLOVENSKA,IG,Bulky Municipal Waste (20 03 07),Municipal Waste,186.646
2019,OSREDNJESLOVENSKA,IVANČNA GORICA,Bulky Municipal Waste (20 03 07),Municipal Waste,208.022
2019,OSREDNJESLOVENSKA,KAMNIK,Bulky Municipal Waste (20 03 07),Municipal Waste,980.38
2019,OSREDNJESLOVENSKA,KOMENDA,Bulky Municipal Waste (20 03 07),Municipal Waste,208.48
2019,OSREDNJESLOVENSKA,LJUBLJANA,Bulky Municipal Waste (20 03 07),Municipal Waste,7263.764
2019,OSREDNJESLOVENSKA,LOG-DRAGOMER,Bulky Municipal Waste (20 03 07),Municipal Waste,33.541
2019,OSREDNJESLOVENSKA,LOGATEC,Bulky Municipal Waste (20 03 07),Municipal Waste,140.77
2019,OSREDNJESLOVENSKA,LUKOVICA,Bulky Municipal Waste (20 03 07),Municipal Waste,134.66
2019,OSREDNJESLOVENSKA,MEDVODE,Bulky Municipal Waste (20 03 07),Municipal Waste,294.559
2019,OSREDNJESLOVENSKA,MENGEŠ,Bulky Municipal Waste (20 03 07),Municipal Waste,201.991
2019,OSREDNJESLOVENSKA,MORAVČE,Bulky Municipal Waste (20 03 07),Municipal Waste,134.66
2019,OSREDNJESLOVENSKA,TRZIN,Bulky Municipal Waste (20 03 07),Municipal Waste,201.991
2019,OSREDNJESLOVENSKA,VELIKE LAŠČE,Bulky Municipal Waste (20 03 07),Municipal Waste,127.473
2019,OSREDNJESLOVENSKA,VODICE,Bulky Municipal Waste (20 03 07),Municipal Waste,138.476
2019,OSREDNJESLOVENSKA,VRHNIKA,Bulky Municipal Waste (20 03 07),Municipal Waste,162.915
2019,OSREDNJESLOVENSKA,ŠKOFLJICA,Bulky Municipal Waste (20 03 07),Municipal Waste,99.543
2019,OSREDNJESLOVENSKA,ŠMARTNO PRI LITIJI,Bulky Municipal Waste (20 03 07),Municipal Waste,257.48
2019,OSREDNJESLOVENSKA,BOROVNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,107.541
2019,OSREDNJESLOVENSKA,BREZOVICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,110.36
2019,OSREDNJESLOVENSKA,DOBREPOLJE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,14.613
2019,OSREDNJESLOVENSKA,DOMŽALE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,836.499
2019,OSREDNJESLOVENSKA,GROSUPLJE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,410.35
