year,statistical_region,name_of_municipality,type_of_waste,waste_category,waste_by_municipality
2022,PODRAVSKA,MARKOVCI,Bulky Municipal Waste (20 03 07),Municipal Waste,160.47
2022,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Bulky Municipal Waste (20 03 07),Municipal Waste,162.65
2022,PODRAVSKA,OPLOTNICA,Bulky Municipal Waste (20 03 07),Municipal Waste,57.75
2022,PODRAVSKA,ORMOŽ,Bulky Municipal Waste (20 03 07),Municipal Waste,351.24
2022,PODRAVSKA,PESNICA,Bulky Municipal Waste (20 03 07),Municipal Waste,137.93
2022,PODRAVSKA,PODLEHNIK,Bulky Municipal Waste (20 03 07),Municipal Waste,17.865
2022,PODRAVSKA,POLJČANE,Bulky Municipal Waste (20 03 07),Municipal Waste,56.61
2022,PODRAVSKA,PTUJ,Bulky Municipal Waste (20 03 07),Municipal Waste,461.581
2022,PODRAVSKA,RAČE-FRAM,Bulky Municipal Waste (20 03 07),Municipal Waste,97.93
2022,PODRAVSKA,RUŠE,Bulky Municipal Waste (20 03 07),Municipal Waste,162.227
2022,PODRAVSKA,SELNICA OB DRAVI,Bulky Municipal Waste (20 03 07),Municipal Waste,85.471
2022,PODRAVSKA,SLOVENSKA BISTRICA,Bulky Municipal Waste (20 03 07),Municipal Waste,267.74
2022,PODRAVSKA,SREDIŠČE OB DRAVI,Bulky Municipal Waste (20 03 07),Municipal Waste,70.37
2022,PODRAVSKA,STARŠE,Bulky Municipal Waste (20 03 07),Municipal Waste,113.45
2022,PODRAVSKA,SVETA ANA,Bulky Municipal Waste (20 03 07),Municipal Waste,69.2
2022,PODRAVSKA,SVETA TROJICA V SLOVENSKIH GORICAH,Bulky Municipal Waste (20 03 07),Municipal Waste,65.045
2022,PODRAVSKA,SVETI ANDRAŽ V SLOV. GORICAH,Bulky Municipal Waste (20 03 07),Municipal Waste,16.196
2022,PODRAVSKA,SVETI JURIJ V SLOVENSKIH GORICAH,Bulky Municipal Waste (20 03 07),Municipal Waste,46.28
2022,PODRAVSKA,SVETI TOMAŽ,Bulky Municipal Waste (20 03 07),Municipal Waste,46.85
2022,PODRAVSKA,TRNOVSKA VAS,Bulky Municipal Waste (20 03 07),Municipal Waste,62.972
2022,PODRAVSKA,VIDEM,Bulky Municipal Waste (20 03 07),Municipal Waste,115.608
2022,PODRAVSKA,ZAVRČ,Bulky Municipal Waste (20 03 07),Municipal Waste,16.771
2022,PODRAVSKA,ŠENTILJ,Bulky Municipal Waste (20 03 07),Municipal Waste,414.956
2022,PODRAVSKA,ŽETALE,Bulky Municipal Waste (20 03 07),Municipal Waste,57.174
2022,PODRAVSKA,BENEDIKT,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,6.38
2022,PODRAVSKA,CERKVENJAK,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3.61
2022,PODRAVSKA,DORNAVA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,29.038
2022,PODRAVSKA,DUPLEK,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,28.34
2022,PODRAVSKA,GORIŠNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,69.08
2022,PODRAVSKA,HAJDINA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,74.12
2022,PODRAVSKA,HOČE-SLIVNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,292.38
2022,PODRAVSKA,JURŠINCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,12.133
2022,PODRAVSKA,KIDRIČEVO,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,95.88
2022,PODRAVSKA,KUNGOTA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,105.28
2022,PODRAVSKA,LENART,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,94.73
2022,PODRAVSKA,LOVRENC NA POHORJU,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,138.46
2022,PODRAVSKA,MAJŠPERK,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,30.52
2022,PODRAVSKA,MAKOLE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,56.876
2022,PODRAVSKA,MARIBOR,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,5210.18
2022,PODRAVSKA,MARKOVCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,67.8
2022,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,203.3
2022,PODRAVSKA,OPLOTNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,114.455
2022,PODRAVSKA,ORMOŽ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,72.08
2022,PODRAVSKA,PESNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,215.02
2022,PODRAVSKA,POLJČANE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,123.222
2022,PODRAVSKA,PTUJ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,755.232
2022,PODRAVSKA,RAČE-FRAM,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,218.45
2022,PODRAVSKA,RUŠE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,288.799
2022,PODRAVSKA,SELNICA OB DRAVI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,173.561
2022,PODRAVSKA,SLOVENSKA BISTRICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,729.627
2022,PODRAVSKA,SREDIŠČE OB DRAVI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,5.16
2022,PODRAVSKA,STARŠE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,296.76
2022,PODRAVSKA,SVETA ANA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1.19
2022,PODRAVSKA,SVETA TROJICA V SLOVENSKIH GORICAH,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3.095
2022,PODRAVSKA,SVETI JURIJ V SLOVENSKIH GORICAH,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1.04
2022,PODRAVSKA,TRNOVSKA VAS,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,17.82
2022,PODRAVSKA,VIDEM,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,28.08
2022,PODRAVSKA,ŠENTILJ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,144.831
2022,PODRAVSKA,ŽETALE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,5.56
2022,PODRAVSKA,BENEDIKT,Paper and Cardboard Packaging (15 01 01),Packaging Waste,13.75
2022,PODRAVSKA,CERKVENJAK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.55
2022,PODRAVSKA,CIRKULANE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,15.505
2022,PODRAVSKA,DESTRNIK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,19.721
2022,PODRAVSKA,DORNAVA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,21.51
2022,PODRAVSKA,DUPLEK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,56.624
2022,PODRAVSKA,GORIŠNICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,33.487
2022,PODRAVSKA,HAJDINA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,41.693
2022,PODRAVSKA,HOČE-SLIVNICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,54.69
2022,PODRAVSKA,JURŠINCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,21.823
2022,PODRAVSKA,KIDRIČEVO,Paper and Cardboard Packaging (15 01 01),Packaging Waste,46.901
2022,PODRAVSKA,KUNGOTA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,26.6
2022,PODRAVSKA,LENART,Paper and Cardboard Packaging (15 01 01),Packaging Waste,56.28
2022,PODRAVSKA,LOVRENC NA POHORJU,Paper and Cardboard Packaging (15 01 01),Packaging Waste,18.4
2022,PODRAVSKA,MAJŠPERK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,26.498
2022,PODRAVSKA,MAKOLE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,16.789
2022,PODRAVSKA,MARIBOR,Paper and Cardboard Packaging (15 01 01),Packaging Waste,548.336
2022,PODRAVSKA,MARKOVCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,33.451
2022,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Paper and Cardboard Packaging (15 01 01),Packaging Waste,43.74
2022,PODRAVSKA,OPLOTNICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,30.221
2022,PODRAVSKA,ORMOŽ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,81.47
2022,PODRAVSKA,PESNICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,31.42
2022,PODRAVSKA,PODLEHNIK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,12.683
2022,PODRAVSKA,POLJČANE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,37.991
2022,PODRAVSKA,PTUJ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,241.886
2022,PODRAVSKA,RAČE-FRAM,Paper and Cardboard Packaging (15 01 01),Packaging Waste,74.261
2022,PODRAVSKA,RUŠE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,29.393
2022,PODRAVSKA,SELNICA OB DRAVI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,24.262
2022,PODRAVSKA,SLOVENSKA BISTRICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,284.746
2022,PODRAVSKA,SREDIŠČE OB DRAVI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,16.3
2022,PODRAVSKA,STARŠE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,29.94
2022,PODRAVSKA,SVETA ANA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,10.46
2022,PODRAVSKA,SVETA TROJICA V SLOVENSKIH GORICAH,Paper and Cardboard Packaging (15 01 01),Packaging Waste,14.85
2022,PODRAVSKA,SVETI ANDRAŽ V SLOV. GORICAH,Paper and Cardboard Packaging (15 01 01),Packaging Waste,274.084
2022,PODRAVSKA,SVETI JURIJ V SLOVENSKIH GORICAH,Paper and Cardboard Packaging (15 01 01),Packaging Waste,13.76
2022,PODRAVSKA,SVETI TOMAŽ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,10.86
2022,PODRAVSKA,TRNOVSKA VAS,Paper and Cardboard Packaging (15 01 01),Packaging Waste,335.095
2022,PODRAVSKA,VIDEM,Paper and Cardboard Packaging (15 01 01),Packaging Waste,32.152
2022,PODRAVSKA,ZAVRČ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,9.465
2022,PODRAVSKA,ŠENTILJ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,13.76
2022,PODRAVSKA,ŽETALE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,9.382
2022,PODRAVSKA,BENEDIKT,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,17.05
2022,PODRAVSKA,CERKVENJAK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,8.873
2022,PODRAVSKA,CIRKULANE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,80.042
2022,PODRAVSKA,DESTRNIK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,54.779
2022,PODRAVSKA,DORNAVA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,59.133
2022,PODRAVSKA,DUPLEK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,137.241
2022,PODRAVSKA,GORIŠNICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,82.072
2022,PODRAVSKA,HAJDINA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,97.146
2022,PODRAVSKA,HOČE-SLIVNICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,276.545
2022,PODRAVSKA,JURŠINCI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,60.835
2022,PODRAVSKA,KIDRIČEVO,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,169.64
2022,PODRAVSKA,KUNGOTA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,63.217
2022,PODRAVSKA,LENART,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,60.115
2022,PODRAVSKA,LOVRENC NA POHORJU,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,39.467
2022,PODRAVSKA,MAJŠPERK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,107.1
2022,PODRAVSKA,MAKOLE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,35.632
2022,PODRAVSKA,MARIBOR,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3934.539
2022,PODRAVSKA,MARKOVCI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,80.975
2022,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,174.449
2022,PODRAVSKA,OPLOTNICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,69.743
2022,PODRAVSKA,ORMOŽ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,80.661
2022,PODRAVSKA,PESNICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,127.903
2022,PODRAVSKA,PODLEHNIK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,30.394
2022,PODRAVSKA,POLJČANE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,82.037
2022,PODRAVSKA,PTUJ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,693.768
2022,PODRAVSKA,RAČE-FRAM,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,164.569
2022,PODRAVSKA,RUŠE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,172.002
2022,PODRAVSKA,SELNICA OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,93.988
2022,PODRAVSKA,SLOVENSKA BISTRICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,465.108
2022,PODRAVSKA,SREDIŠČE OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,15.188
2022,PODRAVSKA,STARŠE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,123.911
2022,PODRAVSKA,SVETA ANA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,17.69
2022,PODRAVSKA,SVETA TROJICA V SLOVENSKIH GORICAH,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,8.982
2022,PODRAVSKA,SVETI ANDRAŽ V SLOV. GORICAH,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,28.044
2022,PODRAVSKA,SVETI JURIJ V SLOVENSKIH GORICAH,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,7.76
2022,PODRAVSKA,SVETI TOMAŽ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,75.411
2022,PODRAVSKA,TRNOVSKA VAS,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,25.595
2022,PODRAVSKA,VIDEM,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,88.238
2022,PODRAVSKA,ZAVRČ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,22.523
2022,PODRAVSKA,ŠENTILJ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,42.607
2022,PODRAVSKA,ŽETALE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,21.936
2022,PODRAVSKA,BENEDIKT,Wooden Packaging (15 01 03),Packaging Waste,9.8
2022,PODRAVSKA,CERKVENJAK,Wooden Packaging (15 01 03),Packaging Waste,6.94
2022,PODRAVSKA,DUPLEK,Wooden Packaging (15 01 03),Packaging Waste,29.64
2022,PODRAVSKA,GORIŠNICA,Wooden Packaging (15 01 03),Packaging Waste,37.02
2022,PODRAVSKA,HOČE-SLIVNICA,Wooden Packaging (15 01 03),Packaging Waste,15.359
2022,PODRAVSKA,JURŠINCI,Wooden Packaging (15 01 03),Packaging Waste,12.4
2022,PODRAVSKA,KIDRIČEVO,Wooden Packaging (15 01 03),Packaging Waste,32.62
2022,PODRAVSKA,LENART,Wooden Packaging (15 01 03),Packaging Waste,107.32
2022,PODRAVSKA,MAJŠPERK,Wooden Packaging (15 01 03),Packaging Waste,12.78
2022,PODRAVSKA,MAKOLE,Wooden Packaging (15 01 03),Packaging Waste,97.88
2022,PODRAVSKA,MARIBOR,Wooden Packaging (15 01 03),Packaging Waste,28.38
2022,PODRAVSKA,MIKLAVŽ NA DRAVSKEM POLJU,Wooden Packaging (15 01 03),Packaging Waste,0.26
2022,PODRAVSKA,ORMOŽ,Wooden Packaging (15 01 03),Packaging Waste,8
2022,PODRAVSKA,PTUJ,Wooden Packaging (15 01 03),Packaging Waste,13.84
2022,PODRAVSKA,RUŠE,Wooden Packaging (15 01 03),Packaging Waste,41.3
2022,PODRAVSKA,SELNICA OB DRAVI,Wooden Packaging (15 01 03),Packaging Waste,15.18
2022,PODRAVSKA,SREDIŠČE OB DRAVI,Wooden Packaging (15 01 03),Packaging Waste,1.6
2022,PODRAVSKA,SVETA ANA,Wooden Packaging (15 01 03),Packaging Waste,10.96
2022,PODRAVSKA,SVETA TROJICA V SLOVENSKIH GORICAH,Wooden Packaging (15 01 03),Packaging Waste,5.991
2022,PODRAVSKA,SVETI JURIJ V SLOVENSKIH GORICAH,Wooden Packaging (15 01 03),Packaging Waste,8.4
2022,PODRAVSKA,SVETI TOMAŽ,Wooden Packaging (15 01 03),Packaging Waste,1.06
2022,PODRAVSKA,TRNOVSKA VAS,Wooden Packaging (15 01 03),Packaging Waste,9.04
2022,PODRAVSKA,VIDEM,Wooden Packaging (15 01 03),Packaging Waste,21.56
2022,PODRAVSKA,ŠENTILJ,Wooden Packaging (15 01 03),Packaging Waste,76.285
2022,PODRAVSKA,ŽETALE,Wooden Packaging (15 01 03),Packaging Waste,7.02
2022,POMURSKA,APAČE,Bulky Municipal Waste (20 03 07),Municipal Waste,303.56
2022,POMURSKA,BELTINCI,Bulky Municipal Waste (20 03 07),Municipal Waste,295.887
2022,POMURSKA,CANKOVA,Bulky Municipal Waste (20 03 07),Municipal Waste,63.74
2022,POMURSKA,DOBROVNIK,Bulky Municipal Waste (20 03 07),Municipal Waste,40.513
2022,POMURSKA,GORNJA RADGONA,Bulky Municipal Waste (20 03 07),Municipal Waste,220.472
2022,POMURSKA,GORNJI PETROVCI,Bulky Municipal Waste (20 03 07),Municipal Waste,39.311
2022,POMURSKA,GRAD,Bulky Municipal Waste (20 03 07),Municipal Waste,60.07
2022,POMURSKA,HODOŠ,Bulky Municipal Waste (20 03 07),Municipal Waste,6.593
2022,POMURSKA,KOBILJE,Bulky Municipal Waste (20 03 07),Municipal Waste,18.48
2022,POMURSKA,KRIŽEVCI,Bulky Municipal Waste (20 03 07),Municipal Waste,181.14
2022,POMURSKA,KUZMA,Bulky Municipal Waste (20 03 07),Municipal Waste,35.87
2022,POMURSKA,LENDAVA,Bulky Municipal Waste (20 03 07),Municipal Waste,226.13
2022,POMURSKA,LJUTOMER,Bulky Municipal Waste (20 03 07),Municipal Waste,580.58
2022,POMURSKA,MORAVSKE TOPLICE,Bulky Municipal Waste (20 03 07),Municipal Waste,144.053
2022,POMURSKA,MURSKA SOBOTA,Bulky Municipal Waste (20 03 07),Municipal Waste,717.6
2022,POMURSKA,ODRANCI,Bulky Municipal Waste (20 03 07),Municipal Waste,46.341
2022,POMURSKA,PUCONCI,Bulky Municipal Waste (20 03 07),Municipal Waste,177.01
2022,POMURSKA,RADENCI,Bulky Municipal Waste (20 03 07),Municipal Waste,226.36
2022,POMURSKA,RAZKRIŽJE,Bulky Municipal Waste (20 03 07),Municipal Waste,61.39
2022,POMURSKA,ROGAŠOVCI,Bulky Municipal Waste (20 03 07),Municipal Waste,60.71
2022,POMURSKA,SVETI JURIJ OB ŠČAVNICI,Bulky Municipal Waste (20 03 07),Municipal Waste,87.715
2022,POMURSKA,TIŠINA,Bulky Municipal Waste (20 03 07),Municipal Waste,127.792
2022,POMURSKA,TURNIŠČE,Bulky Municipal Waste (20 03 07),Municipal Waste,87.565
2022,POMURSKA,VELIKA POLANA,Bulky Municipal Waste (20 03 07),Municipal Waste,29.26
2022,POMURSKA,VERŽEJ,Bulky Municipal Waste (20 03 07),Municipal Waste,63.98
2022,POMURSKA,ČRENŠOVCI,Bulky Municipal Waste (20 03 07),Municipal Waste,119.817
2022,POMURSKA,ŠALOVCI,Bulky Municipal Waste (20 03 07),Municipal Waste,32.188
2022,POMURSKA,APAČE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,0.06
2022,POMURSKA,BELTINCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,121.879
2022,POMURSKA,CANKOVA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,24.874
2022,POMURSKA,DOBROVNIK,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,20.747
2022,POMURSKA,GORNJA RADGONA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,82.8
2022,POMURSKA,GORNJI PETROVCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,4.525
2022,POMURSKA,GRAD,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,21.414
2022,POMURSKA,HODOŠ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1.662
2022,POMURSKA,KOBILJE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,13.74
2022,POMURSKA,KUZMA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,17.8
2022,POMURSKA,LENDAVA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,14.34
2022,POMURSKA,MORAVSKE TOPLICE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,22.518
2022,POMURSKA,MURSKA SOBOTA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,306.664
2022,POMURSKA,ODRANCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,20.075
2022,POMURSKA,PUCONCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1.256
2022,POMURSKA,RADENCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,73.54
2022,POMURSKA,ROGAŠOVCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,13.782
2022,POMURSKA,SVETI JURIJ OB ŠČAVNICI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,21.115
2022,POMURSKA,TIŠINA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,61.044
2022,POMURSKA,TURNIŠČE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,24.951
2022,POMURSKA,VELIKA POLANA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,3.52
2022,POMURSKA,ČRENŠOVCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,38.779
2022,POMURSKA,ŠALOVCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,8.33
2022,POMURSKA,APAČE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,67.24
2022,POMURSKA,BELTINCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,25.718
2022,POMURSKA,CANKOVA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,10.46
2022,POMURSKA,DOBROVNIK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.668
2022,POMURSKA,GORNJA RADGONA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,55.72
2022,POMURSKA,GORNJI PETROVCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,4.041
2022,POMURSKA,GRAD,Paper and Cardboard Packaging (15 01 01),Packaging Waste,7.607
2022,POMURSKA,HODOŠ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.149
2022,POMURSKA,KOBILJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.263
2022,POMURSKA,KRIŽEVCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.05
2022,POMURSKA,KUZMA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,3.848
2022,POMURSKA,LENDAVA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,130.272
2022,POMURSKA,LJUTOMER,Paper and Cardboard Packaging (15 01 01),Packaging Waste,78.338
2022,POMURSKA,MORAVSKE TOPLICE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,27.283
2022,POMURSKA,MURSKA SOBOTA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,166.252
2022,POMURSKA,ODRANCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,9.343
2022,POMURSKA,PUCONCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,132.314
2022,POMURSKA,RADENCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,34.5
2022,POMURSKA,RAZKRIŽJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.26
2022,POMURSKA,ROGAŠOVCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.04
2022,POMURSKA,SVETI JURIJ OB ŠČAVNICI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,16.929
2022,POMURSKA,TIŠINA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,12.34
2022,POMURSKA,TURNIŠČE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,9.969
2022,POMURSKA,VELIKA POLANA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,6.716
2022,POMURSKA,VERŽEJ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.91
2022,POMURSKA,ČRENŠOVCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,13.911
2022,POMURSKA,ŠALOVCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.49
2022,POMURSKA,APAČE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,35.201
2022,POMURSKA,BELTINCI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,191.488
2022,POMURSKA,CANKOVA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,16.189
2022,POMURSKA,DOBROVNIK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,51.009
2022,POMURSKA,GORNJA RADGONA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,203.805
2022,POMURSKA,GORNJI PETROVCI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20.165
2022,POMURSKA,GRAD,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20.94
2022,POMURSKA,HODOŠ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,15.49
2022,POMURSKA,KOBILJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,5.143
2022,POMURSKA,KRIŽEVCI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,38.049
2022,POMURSKA,KUZMA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,20.114
2022,POMURSKA,LENDAVA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,138.651
2022,POMURSKA,LJUTOMER,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,157.108
2022,POMURSKA,MORAVSKE TOPLICE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,122.855
