"year","statistical_region","name_of_municipality","waste_code","type_of_waste","waste_category","waste_by_municipality"
2022,"POMURSKA","MORAVSKE TOPLICE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",27.283
2022,"POMURSKA","MORAVSKE TOPLICE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",122.855
2022,"POMURSKA","MORAVSKE TOPLICE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",22.518
2022,"POMURSKA","MORAVSKE TOPLICE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",144.053
2022,"POMURSKA","MURSKA SOBOTA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",166.252
2022,"POMURSKA","MURSKA SOBOTA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",16.158
2022,"POMURSKA","MURSKA SOBOTA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",721.309
2022,"POMURSKA","MURSKA SOBOTA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",306.664
2022,"POMURSKA","MURSKA SOBOTA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",717.6
2022,"POMURSKA","ODRANCI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",9.343
2022,"POMURSKA","ODRANCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",70.81
2022,"POMURSKA","ODRANCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",20.075
2022,"POMURSKA","ODRANCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",46.341
2022,"POMURSKA","PUCONCI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",132.314
2022,"POMURSKA","PUCONCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",137.485
2022,"POMURSKA","PUCONCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1.256
2022,"POMURSKA","PUCONCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",177.01
2022,"POMURSKA","RADENCI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",34.5
2022,"POMURSKA","RADENCI","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",64.22
2022,"POMURSKA","RADENCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",25.903
2022,"POMURSKA","RADENCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",73.54
2022,"POMURSKA","RADENCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",226.36
2022,"POMURSKA","RAZKRIŽJE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",1.26
2022,"POMURSKA","RAZKRIŽJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",9.64
2022,"POMURSKA","RAZKRIŽJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",61.39
2022,"POMURSKA","ROGAŠOVCI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",6.04
2022,"POMURSKA","ROGAŠOVCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",45.295
2022,"POMURSKA","ROGAŠOVCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",13.782
2022,"POMURSKA","ROGAŠOVCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",60.71
2022,"POMURSKA","SVETI JURIJ OB ŠČAVNICI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",16.929
2022,"POMURSKA","SVETI JURIJ OB ŠČAVNICI","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",13.2
2022,"POMURSKA","SVETI JURIJ OB ŠČAVNICI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",28.461
2022,"POMURSKA","SVETI JURIJ OB ŠČAVNICI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",21.115
2022,"POMURSKA","SVETI JURIJ OB ŠČAVNICI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",87.715
2022,"POMURSKA","TIŠINA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",12.34
2022,"POMURSKA","TIŠINA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",75.259
2022,"POMURSKA","TIŠINA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",61.044
2022,"POMURSKA","TIŠINA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",127.792
2022,"POMURSKA","TURNIŠČE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",9.969
2022,"POMURSKA","TURNIŠČE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.416
2022,"POMURSKA","TURNIŠČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",36.271
2022,"POMURSKA","TURNIŠČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",24.951
2022,"POMURSKA","TURNIŠČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",87.565
2022,"POMURSKA","VELIKA POLANA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",6.716
2022,"POMURSKA","VELIKA POLANA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",15.593
2022,"POMURSKA","VELIKA POLANA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",3.52
2022,"POMURSKA","VELIKA POLANA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",29.26
2022,"POMURSKA","VERŽEJ","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",2.91
2022,"POMURSKA","VERŽEJ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",18.326
2022,"POMURSKA","VERŽEJ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",63.98
2022,"POMURSKA","ČRENŠOVCI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",13.911
2022,"POMURSKA","ČRENŠOVCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",65.621
2022,"POMURSKA","ČRENŠOVCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",38.779
2022,"POMURSKA","ČRENŠOVCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",119.817
2022,"POMURSKA","ŠALOVCI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",2.49
2022,"POMURSKA","ŠALOVCI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",11.198
2022,"POMURSKA","ŠALOVCI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",8.33
2022,"POMURSKA","ŠALOVCI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",32.188
2022,"POSAVSKA","BISTRICA OB SOTLI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",8.144
2022,"POSAVSKA","BISTRICA OB SOTLI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",8.386
2022,"POSAVSKA","BISTRICA OB SOTLI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",2.315
2022,"POSAVSKA","BISTRICA OB SOTLI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",42.822
2022,"POSAVSKA","BREŽICE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",396.21
2022,"POSAVSKA","BREŽICE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",470.04
2022,"POSAVSKA","BREŽICE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",875.539
2022,"POSAVSKA","BREŽICE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",292.08
2022,"POSAVSKA","KOSTANJEVICA NA KRKI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",99.588
2022,"POSAVSKA","KOSTANJEVICA NA KRKI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",19.145
2022,"POSAVSKA","KOSTANJEVICA NA KRKI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",21.4
2022,"POSAVSKA","KOSTANJEVICA NA KRKI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",42.36
2022,"POSAVSKA","KRŠKO","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",132.915
2022,"POSAVSKA","KRŠKO","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",65.461
2022,"POSAVSKA","KRŠKO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",986.06
2022,"POSAVSKA","KRŠKO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",1206.98
2022,"POSAVSKA","KRŠKO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",579.31
2022,"POSAVSKA","RADEČE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",141.185
2022,"POSAVSKA","RADEČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",48.487
2022,"POSAVSKA","RADEČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",83.38
2022,"POSAVSKA","RADEČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",65.84
2022,"POSAVSKA","SEVNICA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",337.303
2022,"POSAVSKA","SEVNICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",5.79
2022,"POSAVSKA","SEVNICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",258.542
2022,"POSAVSKA","SEVNICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",262.64
2022,"POSAVSKA","SEVNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",161.97
2022,"PRIMORSKONOTRANJSKA","BLOKE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",27.063
2022,"PRIMORSKONOTRANJSKA","BLOKE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",12.27
2022,"PRIMORSKONOTRANJSKA","BLOKE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",39.5
2022,"PRIMORSKONOTRANJSKA","BLOKE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",79.05
2022,"PRIMORSKONOTRANJSKA","CERKNICA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",101.704
2022,"PRIMORSKONOTRANJSKA","CERKNICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",102.875
2022,"PRIMORSKONOTRANJSKA","CERKNICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",168.75
2022,"PRIMORSKONOTRANJSKA","CERKNICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",452.428
2022,"PRIMORSKONOTRANJSKA","CERKNICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",570.992
2022,"PRIMORSKONOTRANJSKA","ILIRSKA BISTRICA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",118.857
2022,"PRIMORSKONOTRANJSKA","ILIRSKA BISTRICA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",1.7
2022,"PRIMORSKONOTRANJSKA","ILIRSKA BISTRICA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",142.727
2022,"PRIMORSKONOTRANJSKA","ILIRSKA BISTRICA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",250.59
2022,"PRIMORSKONOTRANJSKA","ILIRSKA BISTRICA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",471.75
2022,"PRIMORSKONOTRANJSKA","LOŠKA DOLINA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",22.221
2022,"PRIMORSKONOTRANJSKA","LOŠKA DOLINA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",40.675
2022,"PRIMORSKONOTRANJSKA","LOŠKA DOLINA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",110.372
2022,"PRIMORSKONOTRANJSKA","LOŠKA DOLINA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",142.348
2022,"PRIMORSKONOTRANJSKA","PIVKA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",196.58
2022,"PRIMORSKONOTRANJSKA","PIVKA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",11.94
2022,"PRIMORSKONOTRANJSKA","PIVKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",102.934
2022,"PRIMORSKONOTRANJSKA","PIVKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",110.37
2022,"PRIMORSKONOTRANJSKA","PIVKA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",238
2022,"PRIMORSKONOTRANJSKA","POSTOJNA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",58.58
2022,"PRIMORSKONOTRANJSKA","POSTOJNA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.25
2022,"PRIMORSKONOTRANJSKA","POSTOJNA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",393.87
2022,"PRIMORSKONOTRANJSKA","POSTOJNA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",491.69
2022,"PRIMORSKONOTRANJSKA","POSTOJNA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",612.01
2022,"SAVINJSKA","BRASLOVČE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",83.066
2022,"SAVINJSKA","BRASLOVČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",143.117
2022,"SAVINJSKA","BRASLOVČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",109.455
2022,"SAVINJSKA","BRASLOVČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",405.115
2022,"SAVINJSKA","CELJE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",1102.653
2022,"SAVINJSKA","CELJE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",201.32
2022,"SAVINJSKA","CELJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",1501.855
2022,"SAVINJSKA","CELJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",697.414
2022,"SAVINJSKA","CELJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",2705.246
2022,"SAVINJSKA","DOBJE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",3.072
2022,"SAVINJSKA","DOBJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",55.382
2022,"SAVINJSKA","DOBJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",13.457
2022,"SAVINJSKA","DOBJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",39.625
2022,"SAVINJSKA","DOBRNA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",19.871
2022,"SAVINJSKA","DOBRNA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",91.116
2022,"SAVINJSKA","DOBRNA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",40.007
2022,"SAVINJSKA","DOBRNA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",213.738
2022,"SAVINJSKA","GORNJI GRAD","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",21.206
2022,"SAVINJSKA","GORNJI GRAD","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",58.073
2022,"SAVINJSKA","GORNJI GRAD","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",24.619
2022,"SAVINJSKA","GORNJI GRAD","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",34.93
2022,"SAVINJSKA","KOZJE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",20.074
2022,"SAVINJSKA","KOZJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",23.607
2022,"SAVINJSKA","KOZJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",5.473
2022,"SAVINJSKA","KOZJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",101.238
2022,"SAVINJSKA","LAŠKO","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",167.224
2022,"SAVINJSKA","LAŠKO","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.054
2022,"SAVINJSKA","LAŠKO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",41.132
2022,"SAVINJSKA","LAŠKO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",82.15
2022,"SAVINJSKA","LAŠKO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",292.52
2022,"SAVINJSKA","LJUBNO","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",178.752
2022,"SAVINJSKA","LJUBNO","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",14.9
2022,"SAVINJSKA","LJUBNO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",20.148
2022,"SAVINJSKA","LJUBNO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",19.641
2022,"SAVINJSKA","LJUBNO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",47.109
2022,"SAVINJSKA","LUČE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",489.415
2022,"SAVINJSKA","LUČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",37.268
2022,"SAVINJSKA","LUČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",14.216
2022,"SAVINJSKA","LUČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",23.018
2022,"SAVINJSKA","MOZIRJE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",97.118
2022,"SAVINJSKA","MOZIRJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",55.413
2022,"SAVINJSKA","MOZIRJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",52.838
2022,"SAVINJSKA","MOZIRJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",115.114
2022,"SAVINJSKA","NAZARJE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",22.627
2022,"SAVINJSKA","NAZARJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",71.146
2022,"SAVINJSKA","NAZARJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",24.947
2022,"SAVINJSKA","NAZARJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",41.441
2022,"SAVINJSKA","PODČETRTEK","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",26.085
2022,"SAVINJSKA","PODČETRTEK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",23.921
2022,"SAVINJSKA","PODČETRTEK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",7.416
2022,"SAVINJSKA","PODČETRTEK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",137.157
2022,"SAVINJSKA","POLZELA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",40.479
2022,"SAVINJSKA","POLZELA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",127.972
2022,"SAVINJSKA","POLZELA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",55.498
2022,"SAVINJSKA","POLZELA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",359.858
2022,"SAVINJSKA","PREBOLD","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",47.093
2022,"SAVINJSKA","PREBOLD","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",227.12
2022,"SAVINJSKA","PREBOLD","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",131.445
2022,"SAVINJSKA","PREBOLD","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",96.751
2022,"SAVINJSKA","PREBOLD","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",345.594
2022,"SAVINJSKA","REČICA OB SAVINJI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",23.969
2022,"SAVINJSKA","REČICA OB SAVINJI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",23.814
2022,"SAVINJSKA","REČICA OB SAVINJI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",29.722
2022,"SAVINJSKA","REČICA OB SAVINJI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",64.066
2022,"SAVINJSKA","ROGATEC","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",26.705
2022,"SAVINJSKA","ROGATEC","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",10.37
2022,"SAVINJSKA","ROGATEC","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",16.986
2022,"SAVINJSKA","ROGATEC","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",5.411
2022,"SAVINJSKA","ROGATEC","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",100.088
2022,"SAVINJSKA","ROGAŠKA SLATINA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",89.153
2022,"SAVINJSKA","ROGAŠKA SLATINA","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",2.12
2022,"SAVINJSKA","ROGAŠKA SLATINA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",79.678
2022,"SAVINJSKA","ROGAŠKA SLATINA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",25.101
2022,"SAVINJSKA","ROGAŠKA SLATINA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",466.714
2022,"SAVINJSKA","SLOVENSKE KONJICE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",150.35
2022,"SAVINJSKA","SLOVENSKE KONJICE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",283.216
2022,"SAVINJSKA","SLOVENSKE KONJICE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",586.75
2022,"SAVINJSKA","SLOVENSKE KONJICE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",230.37
2022,"SAVINJSKA","SOLČAVA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",2.923
2022,"SAVINJSKA","SOLČAVA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",7.52
2022,"SAVINJSKA","SOLČAVA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",3.475
2022,"SAVINJSKA","SOLČAVA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",14.402
2022,"SAVINJSKA","TABOR","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",16.578
2022,"SAVINJSKA","TABOR","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",50.455
2022,"SAVINJSKA","TABOR","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",28.563
2022,"SAVINJSKA","TABOR","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",120.638
2022,"SAVINJSKA","VELENJE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",4190.192
2022,"SAVINJSKA","VELENJE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",3400.185
2022,"SAVINJSKA","VELENJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",812.638
2022,"SAVINJSKA","VELENJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",780.435
2022,"SAVINJSKA","VELENJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",582.667
2022,"SAVINJSKA","VITANJE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",11.26
2022,"SAVINJSKA","VITANJE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",8.06
2022,"SAVINJSKA","VITANJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",13.173
2022,"SAVINJSKA","VITANJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",43.41
2022,"SAVINJSKA","VOJNIK","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",83.364
2022,"SAVINJSKA","VOJNIK","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.48
2022,"SAVINJSKA","VOJNIK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",201.143
2022,"SAVINJSKA","VOJNIK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",159.236
2022,"SAVINJSKA","VOJNIK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",744.087
2022,"SAVINJSKA","VRANSKO","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",27.724
2022,"SAVINJSKA","VRANSKO","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",61.577
2022,"SAVINJSKA","VRANSKO","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",45.08
2022,"SAVINJSKA","VRANSKO","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",200.423
2022,"SAVINJSKA","ZREČE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",42.27
2022,"SAVINJSKA","ZREČE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",40.42
2022,"SAVINJSKA","ZREČE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",50.19
2022,"SAVINJSKA","ZREČE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",97.98
2022,"SAVINJSKA","ZREČE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",279.3
2022,"SAVINJSKA","ŠENTJUR","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",143.327
2022,"SAVINJSKA","ŠENTJUR","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",0.4
2022,"SAVINJSKA","ŠENTJUR","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",248.355
